business_age,annual_revenue,monthly_cash_flow,existing_loan,repayment_history,gst_consistency,profit_margin,transaction_count,payment_defaults,loan_amount,debt_to_income,loan_default
17,2944686,163060,639157,89,97,10.17,309,5,1670149,0.22,0
20,3430545,380707,1492457,95,59,9.86,755,7,1728972,0.44,1
12,431414,231516,1293520,95,66,21.42,138,4,514079,3.0,1
18,4651116,146746,435078,69,79,24.78,233,4,1123519,0.09,0
3,2263729,211610,281872,77,84,33.86,584,3,761045,0.12,0
1,2602110,365247,433073,72,99,17.66,751,3,630935,0.17,0
1,1843083,76446,1469975,84,68,27.95,458,6,130145,0.8,1
19,2215726,39072,481537,50,95,8.5,774,5,1582354,0.22,1
11,3602862,43717,1460732,78,83,31.69,584,7,203894,0.41,0
5,1610808,228417,649307,58,81,23.99,933,5,1300415,0.4,0
12,4381430,167723,1447072,58,61,23.87,648,9,722990,0.33,1
3,221650,389346,1151124,71,92,9.27,922,6,1789703,5.19,1
1,1604962,394533,395380,51,66,6.19,466,9,1940438,0.25,1
1,3223846,119525,1432009,65,55,26.04,862,9,1807816,0.44,1
8,2073204,223092,485940,89,100,8.51,61,4,741063,0.23,0
10,3113293,14646,1439788,55,62,8.81,414,5,1733351,0.46,1
11,2539189,311857,341768,62,88,10.63,266,0,401937,0.13,0
12,406251,340080,317234,82,71,7.93,924,2,1786448,0.78,0
13,4044328,185403,1464308,68,60,23.76,310,7,1783413,0.36,1
12,4270101,294329,1222178,64,56,17.66,267,2,1468310,0.29,1
14,4713207,356407,1152849,82,94,12.98,632,0,695749,0.24,0
2,1616693,239728,256196,59,94,18.22,618,2,152470,0.16,0
19,1094801,62107,223626,50,70,30.32,884,3,1654743,0.2,0
18,1924854,254865,210704,61,50,32.81,468,7,1347265,0.11,0
3,582811,289707,236579,92,79,19.62,103,8,1474336,0.41,0
17,4895995,80729,942302,78,68,22.0,792,3,200361,0.19,0
8,1208314,287845,394079,66,100,12.72,240,6,826183,0.33,0
10,4608608,210144,540436,53,96,20.41,685,0,794031,0.12,0
2,2693330,225494,86545,78,95,27.44,70,8,1547127,0.03,0
19,1917787,262615,1103035,56,78,19.76,569,3,692813,0.58,1
9,4596208,138331,738705,93,84,14.06,790,8,205879,0.16,1
7,911716,170482,328333,62,69,22.46,206,2,605583,0.36,0
4,2967257,109280,401345,54,85,33.4,544,4,1504429,0.14,0
18,3035623,199787,91954,55,88,31.64,242,0,433401,0.03,0
13,1899660,48665,944545,83,50,28.08,484,2,1598022,0.5,0
11,545430,288101,613667,56,72,13.29,438,4,1131185,1.13,1
4,1028411,318152,283197,95,80,12.25,106,5,1886195,0.28,0
4,2057845,334064,882816,77,100,30.16,278,7,627016,0.43,0
10,2705365,269285,496626,95,84,10.44,200,0,1494231,0.18,0
5,2139983,173947,1216852,59,96,23.17,330,2,582979,0.57,0
9,1047405,123828,232415,53,94,18.17,192,0,1695031,0.22,0
3,2491947,395996,913107,52,71,19.04,341,4,791289,0.37,1
17,433462,142698,1404469,74,95,18.64,726,7,830396,3.24,1
3,3186068,100815,454318,72,56,32.0,359,3,1746575,0.14,0
16,2168921,204894,1187939,76,82,7.61,515,8,1841333,0.55,1
4,3601447,213485,278429,63,94,28.49,264,5,1536938,0.08,0
18,2850196,174714,1009926,87,85,30.05,959,5,817608,0.35,0
17,3988264,310455,323733,81,93,33.29,524,4,278608,0.08,1
7,3900357,42356,13944,72,56,18.58,348,9,958869,0.0,1
5,610226,275953,625329,96,76,20.0,899,4,1487146,1.02,1
12,1964694,307019,881993,89,51,33.84,215,6,1225427,0.45,1
17,2007254,251121,1607,86,66,18.75,81,7,1229538,0.0,0
13,1872349,281609,1308890,52,50,20.11,44,6,1970073,0.7,1
3,331562,207167,1051529,84,95,14.97,583,0,482282,3.17,1
9,1252305,345988,994426,62,79,5.95,581,0,1753150,0.79,0
17,4652664,206322,848115,83,71,17.99,397,9,1958682,0.18,1
17,3367126,359033,1030661,73,77,24.65,916,5,1096553,0.31,0
20,2593946,25250,896020,50,82,25.7,314,2,1404581,0.35,1
16,3611031,56023,1038525,61,75,5.2,71,8,1530352,0.29,1
13,560306,111350,1321874,57,84,29.03,863,6,126085,2.36,1
19,2924274,187696,911974,68,60,19.77,59,1,400230,0.31,0
17,1794502,26427,1255522,58,56,20.62,763,2,873855,0.7,1
4,4133233,343787,1348413,77,77,33.85,591,7,1001132,0.33,1
12,1688303,220084,714090,63,74,13.53,747,0,687781,0.42,0
9,718490,144511,1309668,76,90,27.85,476,4,1070690,1.82,1
19,2273946,228403,351314,67,80,22.24,897,9,1721112,0.15,1
12,2760244,88672,1468084,91,52,26.02,871,0,126156,0.53,0
9,4429228,27300,569399,90,82,17.53,728,8,316425,0.13,0
7,1461368,332433,992957,55,100,13.38,807,6,825529,0.68,1
14,2103124,29659,468897,82,83,21.38,872,4,759236,0.22,0
20,2992537,172475,1274901,86,70,16.25,21,5,1351092,0.43,0
19,3347887,255259,301635,91,86,11.69,488,2,286354,0.09,0
15,4864496,20360,1065481,74,98,30.18,125,2,434107,0.22,0
16,1787542,293568,1078849,62,68,19.27,235,6,538993,0.6,1
5,4062163,108035,1173767,72,86,30.42,796,6,1196695,0.29,0
3,1840027,58791,1426656,85,70,19.22,698,6,560575,0.78,0
12,3026267,209867,1205882,82,63,21.7,778,1,1135622,0.4,0
20,354536,284444,1258533,70,59,34.86,433,1,987476,3.55,1
4,4969729,43370,66538,83,56,33.55,969,4,462236,0.01,0
16,4817752,210903,1153146,85,78,13.15,229,3,478784,0.24,0
7,3145081,37209,687933,66,89,31.06,77,6,246713,0.22,0
13,2798385,293071,262025,59,57,16.71,959,2,700720,0.09,1
10,824773,44579,1431852,72,88,7.14,62,4,551511,1.74,1
7,2217528,281176,195392,93,62,22.27,157,1,178451,0.09,0
14,1878332,103254,1177569,51,95,34.31,640,0,709628,0.63,0
5,1202021,350557,797762,84,68,34.23,508,8,1430131,0.66,1
3,2385132,123528,1271688,63,60,8.79,579,3,914968,0.53,1
11,1618314,233274,1260164,96,51,28.14,657,7,1383825,0.78,1
11,3822541,396060,147083,94,98,29.08,488,6,365732,0.04,0
18,492007,248292,1132113,90,55,16.06,745,0,770069,2.3,1
15,2695990,344446,585273,51,78,24.76,932,9,1627557,0.22,1
12,4264610,191026,431508,68,90,19.64,659,6,1498377,0.1,0
9,1724960,258342,646592,65,100,11.84,408,1,1370907,0.37,0
10,3128785,229437,136322,92,54,27.84,217,2,832605,0.04,0
12,1569971,357901,258116,93,90,12.88,221,0,1405586,0.16,0
17,4991164,288076,33087,74,79,15.21,211,6,494633,0.01,0
6,1812119,297858,1124528,50,88,10.7,126,2,382437,0.62,1
7,587773,67803,36368,51,85,26.58,725,5,940329,0.06,0
14,4416803,143624,857247,97,76,18.76,346,6,1717513,0.19,0
13,826840,66627,1139269,76,99,18.3,769,2,1446260,1.38,1
8,4839148,187059,583188,51,67,23.14,663,1,948683,0.12,0
10,1834224,351954,1427206,79,98,9.72,376,8,810787,0.78,1
9,1646395,55380,700526,100,85,31.94,614,8,1864108,0.43,0
18,2783677,170322,222182,59,65,18.95,520,6,585497,0.08,0
2,4259626,209416,156405,68,54,16.0,303,4,1970025,0.04,0
5,1071905,336830,131016,91,58,8.8,487,3,214383,0.12,0
5,343704,392465,1277723,65,83,10.04,527,3,644530,3.72,1
6,265756,317172,48070,62,83,32.61,753,0,1867365,0.18,0
19,1567064,156367,400337,97,85,18.7,125,3,1264889,0.26,0
8,3746293,385285,670037,99,80,26.67,313,6,1610077,0.18,0
16,4203314,327392,711921,57,69,7.42,85,4,197544,0.17,1
13,4914386,282667,1014281,99,66,24.3,214,8,839885,0.21,0
1,2596640,317674,873841,80,69,32.65,207,3,200151,0.34,1
20,3478262,269125,1086240,94,77,14.0,66,2,1261033,0.31,0
17,2125464,23769,916358,74,70,22.37,381,5,615111,0.43,1
7,2116796,122035,939947,88,68,33.21,890,3,1681634,0.44,0
13,1486188,185717,311356,70,52,26.58,556,1,494352,0.21,0
4,633797,231815,1001635,99,79,6.87,597,4,635890,1.58,1
4,3285945,241832,1123852,87,54,16.36,506,3,1774301,0.34,0
6,4368773,166629,65231,90,91,7.57,866,4,1683330,0.01,0
19,1000607,244799,1218692,78,55,30.84,598,8,503629,1.22,1
12,1984094,351926,1332467,55,52,23.65,728,3,277147,0.67,1
7,2344797,350526,761816,67,98,33.69,265,5,1542949,0.32,0
10,439608,178157,1471921,98,91,5.59,827,3,1811388,3.35,1
19,4941875,383083,1310757,93,73,17.69,631,0,1619378,0.27,0
7,3862097,154542,97847,84,93,8.13,197,1,1436945,0.03,0
3,549115,350856,777725,76,50,15.51,134,5,1188619,1.42,1
13,4224919,128643,48503,54,99,9.86,699,7,1556270,0.01,1
13,4497084,379561,814639,56,100,14.86,650,8,850136,0.18,1
18,1017166,220154,502376,59,85,29.58,184,3,187333,0.49,0
20,3346243,147877,1343961,59,64,9.82,238,5,1578932,0.4,0
8,4242942,223396,1406891,100,90,19.21,216,2,1809547,0.33,0
9,1053159,235956,259966,77,87,32.65,420,8,1887442,0.25,1
7,4098888,191844,903734,85,93,34.96,849,7,618054,0.22,1
1,1095596,111422,72832,59,67,12.52,768,0,1309814,0.07,0
3,2631129,361444,1332103,99,72,33.07,700,1,249779,0.51,0
13,4977347,278774,386435,84,96,12.84,95,9,1804169,0.08,1
17,1800720,396618,763389,84,78,17.41,445,8,1338257,0.42,1
1,2805327,371013,789106,86,100,31.34,306,9,1377185,0.28,1
6,3419598,287845,1424820,97,90,28.59,564,2,1214143,0.42,0
6,3482808,155931,1420089,69,71,30.72,318,2,1569806,0.41,0
12,2169412,369429,1467458,62,73,29.01,880,9,1764347,0.68,1
13,790611,127556,1092370,60,94,12.05,761,8,1681815,1.38,1
13,4826510,238495,919580,94,97,21.76,726,2,1383846,0.19,0
15,4142033,264809,1177120,68,62,16.56,313,9,1478050,0.28,1
16,628556,215384,37555,77,82,18.79,828,4,1391032,0.06,0
11,3875049,25021,818838,87,99,9.62,905,5,687119,0.21,0
5,680350,210935,40262,94,71,14.47,466,2,1177512,0.06,0
4,696232,214222,742021,53,84,30.73,955,9,115574,1.07,1
3,3834183,74361,1465008,86,66,31.93,433,7,1922704,0.38,1
19,1887023,282499,461333,68,71,23.3,450,1,1509305,0.24,0
20,2828973,108841,292428,86,54,19.95,809,5,1808007,0.1,0
18,2246719,190076,675531,63,74,26.39,249,1,1357279,0.3,0
15,4071240,256300,423751,80,55,23.27,115,8,1562801,0.1,1
9,4112669,170786,89023,77,66,34.51,914,5,1308279,0.02,0
17,1626548,27198,207012,85,80,10.7,458,8,1957370,0.13,1
14,4191818,339095,164772,93,66,18.47,190,3,261772,0.04,0
15,3979044,268466,1090092,87,82,32.55,336,2,933537,0.27,0
1,2224611,28740,1326297,68,88,32.44,861,1,1310880,0.6,0
3,450231,275954,1007338,91,97,19.86,563,7,928207,2.24,1
16,1261516,395887,255623,50,86,9.04,510,3,1071215,0.2,0
11,4774475,268308,539303,72,97,29.45,407,1,904286,0.11,0
12,4935524,109855,91104,77,53,22.55,576,8,1014794,0.02,1
10,3572105,220192,1425132,97,92,28.19,91,7,1741687,0.4,0
16,1178935,298927,353884,53,63,18.88,551,4,612163,0.3,1
8,1230451,131701,1463028,90,62,11.12,258,7,146782,1.19,1
6,2330118,350191,328784,67,76,5.72,730,4,908522,0.14,0
12,620993,281615,1178092,98,73,21.77,596,6,1437881,1.9,1
8,3601461,120771,963208,96,76,9.83,719,4,510110,0.27,0
4,2460791,16163,1222017,100,57,10.61,108,4,605605,0.5,0
8,446331,334215,1135583,88,96,18.09,941,3,730553,2.54,1
18,3231830,26065,742003,74,99,18.26,732,4,1194876,0.23,0
5,4584575,394467,47728,67,88,13.23,554,6,452810,0.01,0
9,4801318,251262,801310,55,70,8.96,827,2,1193241,0.17,1
4,4280790,390113,509958,68,100,33.35,661,3,794912,0.12,0
17,2996749,355600,915357,61,90,8.95,173,7,1869224,0.31,1
9,4066585,258924,1057721,74,60,15.52,609,5,1600442,0.26,1
1,2952690,189420,18226,84,80,14.15,209,7,1392148,0.01,0
20,1203510,291298,1313522,50,76,30.99,831,1,941077,1.09,1
13,4411422,377847,548407,54,91,17.3,434,8,739234,0.12,1
16,1271192,30229,1112136,50,95,8.72,173,6,532572,0.87,1
13,3615473,324731,57353,57,97,5.31,644,4,1977192,0.02,1
14,2060371,260470,1294317,88,76,26.66,358,6,1461537,0.63,1
3,4397099,321857,385145,96,57,26.44,648,1,1666075,0.09,0
6,3710764,168069,595929,92,82,17.53,536,3,1445353,0.16,0
18,1771480,31101,51712,67,61,8.79,908,6,410864,0.03,1
19,3610956,50391,445405,95,84,16.15,857,1,1115198,0.12,0
5,2130873,216935,975288,58,83,22.7,54,7,780000,0.46,1
15,3815590,82723,330429,54,65,26.12,803,9,857113,0.09,1
2,2560901,236293,115278,53,85,7.35,690,9,1724721,0.05,1
10,3389858,200477,509272,93,51,21.69,741,4,630053,0.15,0
18,3152053,176020,165201,78,61,13.28,545,4,1098501,0.05,0
13,3491987,372408,810944,50,76,23.52,556,7,1491592,0.23,1
5,4813311,310065,734391,79,66,24.44,866,0,655049,0.15,0
1,4617338,300604,456770,94,69,32.32,237,5,399886,0.1,0
1,4303099,207190,1312784,50,70,17.31,273,1,870243,0.31,1
18,990671,189354,619902,52,79,21.13,222,0,1805319,0.63,1
15,4707863,101725,1231215,71,91,13.05,120,6,556451,0.26,1
17,4463272,330589,117639,57,69,13.6,380,3,1426178,0.03,0
11,4888195,222139,1340731,67,57,6.38,760,0,233507,0.27,0
17,784718,354352,1381872,74,67,13.58,730,9,259808,1.76,1
13,2394358,378427,728871,97,67,6.91,933,5,1178568,0.3,0
1,2008566,95779,10960,69,67,33.92,197,9,592970,0.01,1
2,2704973,13060,486744,80,51,23.73,295,5,1468286,0.18,0
9,4252579,135806,1170365,79,61,10.19,331,2,214358,0.28,0
3,969565,285875,321064,65,81,8.5,661,5,1827378,0.33,0
1,3896944,349974,807819,51,91,16.1,429,9,1958708,0.21,1
16,4084175,125871,408540,66,57,14.23,810,8,1776796,0.1,1
6,2317191,30719,588248,59,100,13.38,307,5,1099865,0.25,0
17,1809425,59116,122994,56,59,19.05,672,0,584765,0.07,0
5,2503707,36325,1343348,91,60,32.39,544,9,127763,0.54,1
5,1739663,24551,907701,100,63,22.04,420,5,802916,0.52,0
6,1198899,365431,730456,58,75,20.64,236,7,823263,0.61,1
3,2298729,296422,827530,66,96,29.2,717,6,1284513,0.36,1
5,4502096,25141,694595,58,79,5.12,489,7,1845778,0.15,1
5,2020844,340057,1397581,58,91,10.92,46,7,1581719,0.69,1
10,1151302,305759,27949,86,53,19.89,932,8,1722466,0.02,1
10,4405089,132058,1202469,73,88,26.16,749,2,483871,0.27,0
19,1320803,203823,1251260,88,60,19.55,441,6,1874670,0.95,1
17,1105112,122684,939536,60,73,9.91,33,5,1403270,0.85,1
14,3935447,299596,335681,57,71,32.9,520,1,1090326,0.09,0
9,4064860,60391,1457095,74,52,14.86,673,4,326889,0.36,1
14,350653,130288,378147,95,86,28.65,927,2,1666216,1.08,0
1,4657910,216132,1261641,51,51,31.74,344,4,1692598,0.27,1
19,2688144,123535,1024483,59,61,15.39,343,8,364973,0.38,1
13,3683978,152770,1454095,73,70,30.36,586,7,856277,0.39,0
13,3656537,249947,574989,97,54,26.32,722,8,1412635,0.16,0
4,3688882,96711,836943,65,56,32.13,304,8,139980,0.23,1
1,586213,349994,80664,68,53,12.54,108,7,1158016,0.14,1
17,2696589,381877,411496,80,92,32.94,64,7,1808755,0.15,0
8,616690,274509,1088003,60,90,6.96,663,5,173415,1.76,1
2,1363951,238625,97180,55,85,28.81,517,5,1763216,0.07,0
8,3196244,369806,627838,55,71,18.07,931,5,1671429,0.2,1
7,4546421,53372,1126528,81,78,10.34,517,9,1967233,0.25,1
2,1077751,54134,66046,88,58,7.38,597,5,1027838,0.06,0
3,1122426,309967,106918,97,75,16.69,810,8,1255436,0.1,0
18,878066,81158,1378162,62,61,16.68,855,9,1362776,1.57,1
12,2077779,368220,615358,52,97,11.9,679,0,1506087,0.3,0
1,1825199,247159,834754,90,50,11.47,164,9,1480376,0.46,1
12,2001951,143021,999488,84,57,16.99,967,5,884296,0.5,1
5,252949,59396,955200,87,82,17.3,537,7,1617885,3.78,1
17,4858234,380480,1118822,66,100,18.27,101,0,1937969,0.23,0
16,2392710,41912,1027348,52,53,31.06,999,5,440529,0.43,1
15,3754184,66947,539871,83,63,23.34,654,8,317768,0.14,1
15,1209260,54387,1393440,61,78,5.61,186,5,918977,1.15,1
5,989148,288652,448431,73,63,20.57,768,1,1879811,0.45,0
14,1715509,317736,399325,55,58,27.87,124,0,151569,0.23,0
2,1753091,119249,1287861,91,58,6.69,821,3,1805552,0.73,1
11,4021301,11919,321901,60,75,17.68,507,5,1272491,0.08,0
19,2369068,314739,793091,97,98,18.54,769,9,1223023,0.33,0
7,4067239,150689,1311958,76,96,33.62,329,9,622316,0.32,1
6,1508166,43298,645558,97,91,19.27,101,8,809194,0.43,0
2,3069530,247225,905643,73,66,27.5,113,4,1436269,0.3,0
6,2295104,243725,15064,67,90,14.09,340,6,1745225,0.01,0
18,3920922,286600,1210763,76,53,28.38,362,5,380374,0.31,1
2,4132623,119599,889417,90,95,14.68,816,5,1133563,0.22,0
18,1323270,358820,1092834,70,52,17.9,828,8,674906,0.83,1
15,2711019,93721,659830,100,78,19.38,380,4,1001108,0.24,0
19,1530728,310068,939507,83,74,32.79,850,1,1943890,0.61,0
2,1229242,296384,811100,82,70,6.6,947,7,591607,0.66,1
20,2367626,359525,1387979,97,61,10.91,85,2,1754708,0.59,0
6,3908201,281372,636480,67,50,26.17,643,8,538024,0.16,1
1,550068,293830,1407296,52,50,22.33,887,4,1632397,2.56,1
15,3624638,21920,629769,73,94,12.55,448,0,215933,0.17,0
10,2938384,17432,1211694,50,95,13.68,420,3,1433220,0.41,0
19,604911,120507,1250625,55,97,16.02,190,8,443554,2.07,1
17,2708164,343869,470471,68,56,18.51,778,0,240405,0.17,0
5,3519343,234647,5397,71,59,29.54,597,7,939815,0.0,0
4,3843394,174982,886357,100,64,5.41,87,7,166513,0.23,0
10,1937075,131764,607769,92,89,31.94,511,8,1306458,0.31,1
17,1369070,171298,153305,57,60,17.39,53,8,780477,0.11,1
10,4337075,214222,1371028,54,95,11.91,20,5,172258,0.32,0
17,371277,331243,1249374,58,94,20.25,170,4,1360854,3.37,1
20,4886270,122557,456435,96,72,24.79,921,6,375361,0.09,0
5,2593455,358904,525418,70,62,6.34,803,8,355354,0.2,1
2,1561212,28013,538359,77,76,26.47,277,4,534986,0.34,0
6,1803344,31446,372384,95,90,27.82,769,2,710715,0.21,0
2,3473751,377353,526406,53,66,9.99,647,8,1643588,0.15,1
13,2669491,211447,1110984,73,99,10.04,607,9,145272,0.42,0
11,3122321,112261,1100362,57,100,11.11,814,0,1147197,0.35,0
11,1581710,367883,605559,66,62,28.9,38,0,1087965,0.38,0
16,2791822,272701,19158,83,61,13.16,815,9,1231629,0.01,1
11,2257797,178461,88114,69,78,28.88,54,3,948156,0.04,0
19,1001818,188772,708481,65,70,21.22,390,1,1557010,0.71,0
15,2418787,140878,521358,59,69,28.02,510,6,137633,0.22,1
16,2995766,109143,544162,83,69,21.61,855,1,1107193,0.18,0
11,4615239,34578,239139,92,80,15.07,836,6,927960,0.05,0
16,3399362,84779,869875,59,57,32.32,260,7,283224,0.26,1
8,3301373,150668,1371302,79,73,26.46,26,7,1944521,0.42,1
4,3000174,329644,122603,79,60,19.52,568,2,1582226,0.04,0
8,1073420,82534,982207,100,88,24.12,390,8,1323352,0.92,1
4,692503,282273,1463497,74,82,23.48,684,9,1900902,2.11,1
3,4612903,207118,497821,95,91,15.74,776,9,1620145,0.11,0
3,2535071,283740,1441525,92,64,17.71,269,9,1483621,0.57,1
18,2765820,75355,1224301,90,53,14.55,134,5,1471642,0.44,0
19,2700511,22974,868450,56,50,34.99,572,3,729224,0.32,0
19,4278813,207745,887024,96,81,22.4,356,7,1773242,0.21,0
5,3696716,384148,878058,69,60,7.76,593,3,1666715,0.24,0
18,1144461,261366,778873,66,79,20.57,700,3,1723157,0.68,0
10,1667256,398938,949756,52,86,6.5,161,7,579735,0.57,1
6,4549025,342346,466548,96,68,13.66,504,3,1203848,0.1,0
1,4530972,84442,334943,95,100,18.38,457,0,616247,0.07,0
5,478518,162890,324329,89,85,21.03,789,5,1350016,0.68,0
9,3611647,65598,303682,85,83,34.29,107,7,1943678,0.08,0
12,2905421,143726,498905,75,56,34.47,482,2,914241,0.17,0
14,1564359,43758,1260046,59,94,7.94,67,1,1428789,0.81,0
2,1362586,296348,1483024,83,69,21.14,966,5,195447,1.09,1
17,4917776,137309,120026,63,61,29.51,500,0,311774,0.02,0
14,606884,176000,234257,57,81,12.13,842,4,480323,0.39,0
13,4653325,194681,1101682,76,51,27.52,543,5,723963,0.24,0
9,347032,40552,1129803,59,71,31.36,230,7,1210865,3.26,1
15,3488157,319181,446295,99,90,24.87,263,6,389321,0.13,0
15,4852124,157278,680388,64,97,14.83,258,5,889855,0.14,0
11,1562516,44831,686426,86,89,32.69,216,1,339264,0.44,0
16,2575100,53563,643887,71,73,31.51,788,7,423145,0.25,1
17,1918562,28361,754077,94,99,26.47,254,7,513576,0.39,0
4,2456356,313479,1132046,99,80,15.91,206,4,1608726,0.46,0
1,1529785,84469,768378,80,53,28.76,732,2,785592,0.5,0
8,4499376,35816,1186789,51,73,14.48,634,7,1717804,0.26,1
17,2961642,267422,1094526,94,92,12.59,309,4,1129422,0.37,0
3,4483664,156691,278369,80,66,20.45,240,2,760721,0.06,0
20,3583737,244295,493466,63,89,34.91,516,8,1936409,0.14,1
15,892353,102479,1004627,59,68,29.13,515,8,1371468,1.13,1
15,2958566,36819,1343679,79,89,26.89,899,6,1739812,0.45,1
14,2528033,394474,835624,85,87,18.56,321,7,647102,0.33,1
14,1355933,18798,79711,96,83,14.36,206,4,1676094,0.06,0
2,1690309,166215,141123,89,96,30.68,469,4,1254401,0.08,0
13,4601744,321839,202500,64,82,22.03,934,4,208998,0.04,0
14,3505107,253942,265593,63,55,29.4,431,1,663112,0.08,0
19,394152,240259,958599,80,100,19.63,630,2,1267986,2.43,1
7,2128356,139544,1414933,78,85,27.62,955,7,1664589,0.66,1
3,4997927,162254,624533,76,62,31.03,264,5,412560,0.12,1
15,1012744,263800,1145645,70,96,16.74,332,8,1623507,1.13,1
14,3319812,19415,233597,58,58,5.41,838,6,1511283,0.07,1
11,3412713,97638,548196,69,84,12.65,515,5,1132554,0.16,0
15,4000760,28452,366991,84,83,32.45,41,3,1339637,0.09,0
13,1175112,205457,907342,64,65,25.63,87,6,696100,0.77,1
18,4877482,120205,778628,73,67,27.12,411,3,1869227,0.16,0
6,4233123,28170,949826,98,67,14.76,335,6,683164,0.22,1
3,755839,26259,800444,65,87,26.04,84,4,1728436,1.06,1
19,814101,294243,17412,85,99,24.39,823,1,187304,0.02,0
15,649813,150721,1013654,60,92,10.35,986,6,1761532,1.56,1
5,4046300,139394,1420750,57,81,34.06,748,7,214266,0.35,1
10,2078266,331402,267800,52,56,15.62,560,9,1079600,0.13,1
7,751238,182109,1188615,68,72,14.88,724,1,175111,1.58,1
17,4811008,283949,478174,95,72,16.07,587,5,959799,0.1,0
7,3843488,264599,1457556,90,95,7.75,869,3,1853754,0.38,0
12,2281280,53147,802305,52,67,23.75,919,4,818983,0.35,1
17,200215,84280,1492822,85,56,12.16,231,0,1216924,7.46,1
13,4762051,187125,1247455,74,91,29.1,769,5,1052747,0.26,0
20,3095107,378921,150595,85,89,16.82,219,7,1434077,0.05,0
4,3369562,107841,572735,60,73,18.76,197,1,1610428,0.17,0
10,1217375,134726,49757,100,63,24.39,442,0,1710647,0.04,0
3,472544,86215,784402,65,99,27.86,950,8,1798849,1.66,1
9,734633,122909,1299071,66,54,11.93,684,1,1724567,1.77,1
13,2063907,367509,1439485,91,95,33.99,481,7,865755,0.7,0
18,1014661,283129,1261492,73,71,23.67,63,4,1003271,1.24,1
15,2807421,284535,988892,66,71,5.17,450,1,867902,0.35,0
4,1516303,14861,791894,97,59,17.47,187,4,974989,0.52,0
15,1122401,271968,378976,69,75,18.1,306,8,1868818,0.34,1
2,4907926,193000,1211443,71,64,29.27,728,5,690211,0.25,1
15,1320113,306508,725166,55,87,14.15,356,2,1301896,0.55,1
8,2013353,354543,310609,56,90,14.94,605,7,1999756,0.15,1
8,4792087,259072,454325,63,91,7.11,190,0,786814,0.09,0
17,4864759,234402,90027,60,98,13.51,911,8,479993,0.02,0
12,4626421,52923,50528,61,50,26.51,202,8,1675244,0.01,1
19,3679664,196968,1346950,95,63,24.04,35,3,747544,0.37,0
10,3739172,357962,48242,54,85,7.44,515,7,1316751,0.01,1
9,4353514,175912,459099,54,80,8.44,599,2,868729,0.11,0
5,2858492,183327,1163264,69,77,16.31,906,5,1767253,0.41,1
6,4845289,343304,526071,64,83,27.31,856,9,854944,0.11,1
20,2343184,138165,28390,75,84,29.99,573,9,1673607,0.01,1
2,704910,240314,1120678,82,88,5.44,129,7,1188700,1.59,1
13,3641558,305673,1328146,79,72,14.87,572,8,768488,0.36,1
6,823090,154013,1079326,73,95,17.73,325,7,1791038,1.31,1
5,2229341,11669,582476,72,93,32.33,999,8,1123831,0.26,1
1,3217465,226854,273016,58,68,20.04,25,3,572318,0.08,0
6,2726915,389517,1440580,52,67,13.09,862,9,805580,0.53,1
6,2602114,317003,703446,85,64,16.7,712,0,1600144,0.27,0
16,3679799,65786,231360,97,50,18.09,292,6,1925595,0.06,0
4,1969617,192155,1274016,56,74,25.1,380,9,145653,0.65,1
11,2638761,30323,869946,71,75,6.23,204,3,932504,0.33,0
9,3048039,240502,743537,63,84,16.68,854,0,341864,0.24,0
